Date-Time,Light,Monitor 1 Spider 13,Monitor 1 Spider 14,Monitor 1 Spider 15,Monitor 1 Spider 16,Monitor 1 Spider 17,Monitor 1 Spider 18,Monitor 1 Spider 19,Monitor 1 Spider 20,Monitor 1 Spider 21,Monitor 1 Spider 22,Monitor 1 Spider 23,Monitor 1 Spider 24,Monitor 1 Spider 25,Monitor 1 Spider 26,Monitor 1 Spider 27,Monitor 1 Spider 28,Monitor 1 Spider 29,Monitor 1 Spider 30,Monitor 1 Spider 31,Monitor 1 Spider 32
8/12/2017 1:36,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,10,0,0,0
8/12/2017 1:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
8/12/2017 1:38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,2,0,0
8/12/2017 1:39,0,0,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
8/12/2017 1:40,0,6,7,0,0,0,1,0,0,0,2,0,2,0,0,0,5,0,0,0,0
8/12/2017 1:41,0,4,0,0,0,0,8,0,0,0,5,0,3,0,0,0,0,0,1,0,0
8/12/2017 1:42,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
8/12/2017 1:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8/12/2017 1:44,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
8/12/2017 1:45,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,4,0,0
8/12/2017 1:46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0
8/12/2017 1:47,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,3,0,0
8/12/2017 1:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2017 1:49,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
8/12/2017 1:50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8/12/2017 1:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2017 1:52,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0
8/12/2017 1:53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8/12/2017 1:54,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,2,0,0
8/12/2017 1:55,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
8/12/2017 1:56,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2017 1:57,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
